molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa080>,CC(P1CC1)P(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efbf80>,CC(C)(C)C1CCC2(C)C3OB4OC12C1C4C31C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa0d0>,CC1OC(=O)OC(S(=O)(=O)N(C)C)CN(C)S(=O)(=O)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa170>,CN(C=[Si])[SiH2]C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa1c0>,CCC1CC(C)C(OOC(CC)OOC)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa120>,COCCOCCOC(OC)[Si]1C(O)[C@H](C)CC(=O)C1(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa260>,CC(=O)N1SNc2ccc(C#N)cc21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa2b0>,CC(=O)C1NSCC(OC(Cl)(Cl)Cl)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa210>,C[B]OCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa350>,COOCCBC(=O)OOCCOC(C)SOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa300>,CCCC1(C#N)C(C(=O)C2CC2)C1S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa3a0>,CC1C2CC(CS(=O)(=O)C#N)C(C#N)C1N2C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa3f0>,COC(=O)OCC(OC=O)C(C)(C)N1C(C)P1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa440>,CC(=O)CC(N(C(=O)C(C)C)C(C)C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa490>,CCN(C)[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa4e0>,CCC(C=O)SCC1(C)CSB(C23CCC(CC2)C3)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa530>,CCOF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa580>,COC1(C#N)CN(C)C(C)C2(COC(=O)OCC2C)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa5d0>,CCCCPO[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa670>,CC(=O)C(C)C(CCCCC#N)C(C)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa620>,CC1CN(C)CCC2(CN1C)OC(=O)OC21CC1[O-],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa710>,CCS(=N)(=O)CCSS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa6c0>,CC1CCC2(CN1C=O)C(=O)C1(C)CCOC1(C)C21CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa760>,CSC1COC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa7b0>,COCCC(C(C(C)(C)C)S(=O)(=O)OC)S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa850>,CC(Cl)C(=[ClH])C(=O)OS(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa800>,COC(CC(=O)CC(C)C)S(=O)(=O)S(=O)(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa8f0>,CCN(OC)C(=O)O[Si]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa940>,C#C[C@H]1C#CC=C1O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa990>,C#C[C@@]1(C#N)COCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa9e0>,CCC(C)[SiH](C)O[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efa8a0>,C[B]OC(CC)(CCC1C(C)[B]C(C)C[PH]1F)OC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaa80>,N=C(O)[C@H]1CCCOO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaad0>,CCSCCCN(C[C]C(=O)OC)CP(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efab20>,CCC(CC)OC1COC(=O)OCC2N(C)C12C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efab70>,COC1OC(=O)OC1C(=O)S(#N)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efabc0>,CC1C(OC2COC(=O)O2)C1N(C)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efac10>,CC1CCCCN(C)[SH]1[N]C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efac60>,CO[C][CH][C](CCCC#N)CC(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaa30>,CO[Si][SiH]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efad00>,COCC(BC1CC1C)C(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efad50>,CCCN1C(=O)SNN(CCl)C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efacb0>,C#CC1=C(C[Si](C)(C)CO)C(=C2C=CN(C)C=C2)C=CN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efada0>,CCN(C)C(CCl)COC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efae40>,CCCCC(C)SCCC(CSC)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efae90>,CC(SC1C(CCl)C1(F)F)C(=O)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaee0>,CCBBCC1CCC[SH]1[P@],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efadf0>,CCCN(CC[N][Si](C)(F)C(C)(C)C)[SiH](C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaf30>,CCSCC(C)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04030>,CC(=O)[PH](C=O)=[PH](SF)SCCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efaf80>,CC1CCOC(=O)OOO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04080>,CC[C]COC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f040d0>,CC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04170>,CCCCC(C)N(C)C(C)(C=O)S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f041c0>,CC1CCOC(=O)CC2C(=O)OC3C(C)C123,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04210>,[CH]C12CC(C)CC1CC(SCC)C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04260>,CC(=O)OC(C)C(=O)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04120>,CCOCC[Si](OC[F:5])OC1CC[Si](C)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f042b0>,CCN(CSC(N(C)C)[SH](C)B(C)C)C(=O)CSC[Na],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04300>,C[SiH]O[SiH]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04350>,CC[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f043f0>,C#[SH]1C[CH]CC[C][SH]1O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04440>,[CH]CC(CCC)(CCC(C)OF)C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04490>,NC1NC(=O)NCC1(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f043a0>,CCCC[Si](Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04530>,COC(=O)C(C)OCCC(C)CC(C=O)CC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f044e0>,CCC1P=P1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04580>,CN1C(C#N)C2CC1(C)CC1COC(=O)OC2C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04620>,C[CH][Si](Cl)(Cl)[CH]CBr,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f045d0>,COS(=O)OCSOS(OC)(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0efb9e0>,COCCN(F)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f046c0>,CC1CC(CCC#N)CCCS(=O)(=O)S1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04760>,OC1=CSC(F)=CS1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04710>,CC(SC#N)C(F)(F)S(=O)(=O)C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04800>,C[C@H]1O[C@H]1C(Cl)(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f047b0>,CCCCCSSCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04850>,CCC1(OC(=O)OC(C)C)C2CN(C)CC1N(C)C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f048a0>,CN1CC1(C)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f048f0>,CSOOC(=O)OC(C)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04990>,CSC12OC(SCC1C(C)=O)SC(C)(C)S2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04940>,CCC(C)(C1C[B]CB(C)C1)C1CC2CCC1C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f049e0>,CCO[Si][O],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04a30>,COC[SH](=O)(C1(C=O)CC1)C1(C)COC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04a80>,CC1OCC2COC(=O)OC2(C)C12C(C)C(=O)N2C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04b20>,COP(C)(=O)C1CCOOOC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04b70>,C=C[C@]1(CN(C)Br)SCC[SH]1[CH]F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04bc0>,[B]C1C2CC(OC)CP1C(CC)[SH]2(=S)PCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04c10>,BC(C)OOC(CC)COSC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04ad0>,CCC1OCOOO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04c60>,CCC(C)CC(=O)POC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04cb0>,CCC(CO[Si](C)(OC)C1CC1C)[Si][SiH]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04d00>,COCCC1OOC1C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04d50>,CCCC1OCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04df0>,COC(=O)CC1CN(CCSC(C)C(F)(F)F)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04da0>,C[SiH2]OC[SiH]N(C[SiH]C[SiH3])[Si](=CC[Al])SP,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04e40>,CCP(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04ee0>,CCCCCN1C(COC(=O)OCCOC)S1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04f30>,CSCSSC[Si](Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04f80>,COC(=O)C1N(C=O)CCS1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04e90>,C=Cc1cnc(Cl)cn1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06030>,CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06080>,CCO[SiH](N[SiH](C)[Si](C)C)O[SiH]CC[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f060d0>,CO[SH]1OCCN(C)C2CC3CCC2C3C2CCC21C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06170>,COCC(C(C)OC(=O)OC)N(C)CC(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06120>,N#C[C]1C=CC[SH](C=O)[C@@H]1C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06210>,CCCP[Si](C)[BrH][CH][B]N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f061c0>,Cc1cccs1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f062b0>,CNO[CH][C][SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06300>,CO[C@H]1C=CC=C[C@@H]1[N+](=O)[O-],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06350>,CN[C@H]1[C@H]2CC[C@H]21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06260>,BC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f063f0>,CC[Si]1(C)OCCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f063a0>,CN1C(C#N)S(=O)(=O)C12OC(=O)OC2OC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06490>,[CH]C1CC1(P)P(C)POSC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f064e0>,CO[Si](CCCCCC(C)C(F)F)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06440>,CCCO[Si]F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06580>,COCOC(=O)OC(CN(C)CC#N)C(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06530>,C[CH][CH][CH]BC[Al](C[Si](CCC)CSC)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f065d0>,COC1([SiH3])SC(C)OOC(C)COCC(C)CN(C)C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06620>,CC(=O)[SiH2]=[BrH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06670>,CCC(C(CC1CC1)OCSC)C(C=O)C(=O)C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06710>,CC[Si](C)(Cl)[Si](C)C(C)[ClH][S]=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f066c0>,CC1CCC(C(CC(=O)F)C(F)F)C1(F)C(F)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f067b0>,C[SiH][SiH2][B]S[PH](=O)=[SiH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06760>,CO[Si](=O)CCC(CC(C)OC(C)=O)OC(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06800>,CO[Si](OCF)(C(C)CCl)C(CC1CCCO1)C(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f068a0>,C[Si](C)O[SiH]C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06850>,CC(F)(S(=O)(=O)CF)S(=O)(=O)C(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f068f0>,CCCC(C)C1(CC(=O)O[SiH3])CCCC(C)S1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06990>,CC[Si]#[Si]C[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06940>,CCC[Si](CC)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f069e0>,C=CC1=COC=CC1O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06a30>,CC1CC1(C)C(C(=O)OC(C)(C)C)C(C)(C)N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06ad0>,CC1C(=O)C23CCSC2CC2CC(OP3)C21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06b20>,CCOP(C)(=O)OS(=O)(=S)OCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06a80>,CSCC1CS(=O)CN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06b70>,CSP1[C]PP1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06c10>,CC(C=O)CCC(=O)CC1C(N(C)C)C1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06bc0>,[C]CCCC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06cb0>,C[Si][AlH][SiH2][SiH2],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06c60>,CC(C=O)C(=O)S(=O)(=[SiH2])C1(C=O)CCC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06d50>,CON=P[PH]1(OOC=N)OCC(Cl)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f04670>,O[N]O[Al]N[C@@H]1S[C@H](F)CS[C@H]1F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06df0>,CCCOC(CCC(C)N(C)CC)OC(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06d00>,CC(=O)OS(BOC#N)(C(=O)C(C)C)C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06e40>,CC1[C@@H]([NH])C[C@H](c2ccccc2)N1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06ee0>,CNCN(C#N)C[CH]Br,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06f30>,CCSC(CP(C)C[Si](C)(C)C)SC(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06e90>,CC[B]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08030>,CC1C2CCC(C2)C2(CC2C#N)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f06f80>,[C][P]CC#C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f080d0>,CCN(CCC1CCCC1Cl)CC(C)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08120>,CC(=O)OCC1CC(C)OC1CC(C)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08080>,CCS(=O)CC1CCC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08170>,CN(C)[O],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08210>,C=C[C@@H]1CS[C@H](OC)CS1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f081c0>,CCOC(C#N)OC(=O)CN(C)CCS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f082b0>,CSCC(C(C)=O)C1CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08300>,CCC1CCCSCC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08350>,CCCCCCOCCN1CCCC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08260>,CO[SiH](OC)[SiH]([SiH]C)C1([SiH][Si](C)(C)C2CP2)C[SiH]1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f083a0>,COC(=O)C1C2CCC(C2C)[Si]2N(CCC(C)(C)C)C12C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08440>,CCCCCC(C=O)S(=O)(=O)C(C=O)OOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08490>,COCCOc1cnc(N(C)C)cn1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f084e0>,CCN(CC)[Si]1[Si]CCC1CSC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f083f0>,CC1CC1(C=O)S(=O)(=O)C1C(=O)N(C)C(=O)CN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08580>,CC(=O)SCCSC(P)SC(C)SC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08530>,CCC1N2C(Cl)C23C(OC(=O)CCl)CC3C1(C)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08620>,CBC(C#N)CCC(=O)[Si](C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f085d0>,BSCCCOC(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08670>,CC(=O)NC1=CC=C(C2(C)CC(=O)C[C@@H]2C)[CH]BC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f086c0>,CC(Cl)CBO[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08710>,COCCN(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f087b0>,CS[SiH2]CCC1OC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08760>,COOC1C2CSC3CC1C(F)(F)C3(C)C2C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08850>,CCCCCC(COC(=O)OC)ON(C)CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08800>,C[SiH](C)OO[Si]1C(COCCl)C1O[SiH](F)[AlH2]O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f088f0>,CC(C)OBCCC1CBC1C(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08940>,CC(C=O)CC(C#N)C(C)CCCS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08990>,CCC1CC([Si])[Si]CP1CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f088a0>,CSB(F)CC1CCC(C2CC3[C]B(C3)OC2=O)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08a30>,[C][Si][SiH3]B1CCl1[CH]B(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f089e0>,CC1CS(=O)(=O)S(=O)(=O)CCC(C)([SiH2])N2CC12,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08ad0>,COCC(Cl)C(F)(Cl)C(F)[ClH]C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08a80>,CCCSCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08b20>,CCC1C(C)CC(=O)N(C)C2(CC)C(CC)SC12,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08bc0>,CON1SNc2c1c[nH]c(=O)c2O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08c10>,CCO[Al](=O)C(C(CC)CCF)C1(CC)CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08c60>,CCC1C(OC)CCCCC(OC(=O)OC)CN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08b70>,C[C@]12[C@@H]3C([Si](C)(C)C)N1[Si]21C[C@H]31,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08cb0>,C[CH]OC(C)SCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08d50>,CCCC1(C)COC(CC2CP2C(C)(C)C)OO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08da0>,CCCC([B]C1CCCCO1)CCC(C)[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08d00>,CCOC(=O)OCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08df0>,CP[CH]CCC[BrH]C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08e90>,CCC1COB([SiH](C)C[SiH](C)C)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08ee0>,C[C@H]1OCCO[C@H]1F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0f08e40>,CN1CCOC1,0.406,0.984,0.976
